Branch ID,Branch Name,Customer ID,Balance in May,Salary in May,Salary in June,Sector,Digitally Active
9075,Bangalore,907597876,331513,99453.9,Y,IT,No
9077,Chennai,907723113,451847,49703.17,Y,IT,Yes
9073,South Delhi,907342227,675478,155359.94,Y,IT,Yes
9074,Gurgaon,907413212,292975,84962.75,Y,IT,Yes
9075,Bangalore,907582238,480639,124966.14,Y,IT,No
9078,Pune,907844896,498600,174510,N,IT,Yes
9074,Gurgaon,907495397,104986,11548.46,N,IT,No
9074,Gurgaon,907484600,175515,49144.2,N,IT,Yes
9076,Hyderabad,907635817,86121,25836.3,N,IT,Yes
9071,Mumbai Urban,907137745,403349,129071.68,N,IT,No
9075,Bangalore,907594709,956673,296568.63,N,IT,Yes
9075,Bangalore,907518743,622186,118215.34,N,IT,Yes
9078,Pune,907883735,59654,10141.18,N,IT,Yes
9079,Kolkata,907990561,643108,205794.56,Y,IT,No
9071,Mumbai Urban,907148615,814235,268697.55,Y,IT,Yes
9078,Pune,907890919,277587,77724.36,Y,IT,No
9076,Hyderabad,907684046,376599,56489.85,Y,IT,Yes
9076,Hyderabad,907625229,355356,60410.52,Y,IT,Yes
9079,Kolkata,907931008,777130,170968.6,Y,IT,No
9075,Bangalore,907541331,274573,96100.55,Y,IT,Yes
9076,Hyderabad,907652818,977983,127137.79,Y,IT,Yes
9074,Gurgaon,907489929,188094,41380.68,Y,IT,Yes
9075,Bangalore,907543247,646536,103445.76,Y,IT,No
9073,South Delhi,907358781,351868,91485.68,Y,IT,Yes
9073,South Delhi,907324563,967344,319223.52,Y,IT,No
9073,South Delhi,907313182,215242,75334.7,Y,IT,Yes
9076,Hyderabad,907648980,901204,189252.84,Y,IT,Yes
9079,Kolkata,907932981,658598,177821.46,Y,IT,No
9074,Gurgaon,907433144,875743,201420.89,Y,IT,Yes
9078,Pune,907896820,426265,123616.85,Y,Logistics,Yes
9072,Mumbai Sub-urban,907242099,650345,65034.5,Y,Logistics,Yes
9077,Chennai,907787262,552070,66248.4,Y,Logistics,No
9073,South Delhi,907383583,713858,221295.98,Y,Logistics,Yes
9079,Kolkata,907976279,383760,69076.8,Y,Logistics,No
9071,Mumbai Urban,907194432,646968,213499.44,Y,Logistics,Yes
9071,Mumbai Urban,907185317,771829,100337.77,Y,Logistics,Yes
9076,Hyderabad,907626455,903849,153654.33,Y,Logistics,No
9073,South Delhi,907348513,137311,17850.43,Y,Logistics,Yes
9071,Mumbai Urban,907120545,561279,157158.12,Y,Logistics,Yes
9079,Kolkata,907958309,610074,103712.58,Y,Logistics,Yes
9073,South Delhi,907331654,820965,114935.1,Y,Logistics,No
9072,Mumbai Sub-urban,907230081,303655,97169.6,Y,Logistics,Yes
9071,Mumbai Urban,907122941,512669,102533.8,Y,Logistics,No
9071,Mumbai Urban,907137171,630972,126194.4,Y,Logistics,Yes
9078,Pune,907831713,753544,263740.4,Y,Logistics,Yes
9074,Gurgaon,907493233,779297,187031.28,Y,Logistics,No
9071,Mumbai Urban,907155210,889710,151250.7,Y,Logistics,Yes
9077,Chennai,907734997,192925,50160.5,Y,Logistics,Yes
9079,Kolkata,907964198,325165,42271.45,Y,Logistics,Yes
9075,Bangalore,907593994,60799,18847.69,Y,Logistics,No
9074,Gurgaon,907422586,756439,113465.85,Y,Logistics,Yes
9077,Chennai,907754075,376670,45200.4,Y,Logistics,No
9078,Pune,907815383,674172,188768.16,Y,Logistics,Yes
9077,Chennai,907782649,862227,275912.64,Y,Logistics,Yes
9077,Chennai,907722216,205956,72084.6,Y,Logistics,No
9075,Bangalore,907525934,82349,25528.19,Y,Logistics,Yes
9074,Gurgaon,907453934,572841,137481.84,Y,Logistics,Yes
9078,Pune,907844372,604313,84603.82,Y,Logistics,Yes
9075,Bangalore,907549558,627272,188181.6,Y,Logistics,No
9074,Gurgaon,907453544,94536,13235.04,Y,Logistics,Yes
9078,Pune,907817044,158102,33201.42,Y,Logistics,No
9076,Hyderabad,907694454,512595,153778.5,Y,Logistics,Yes
9072,Mumbai Sub-urban,907274037,693911,159599.53,Y,Logistics,Yes
9073,South Delhi,907352488,341125,105748.75,Y,Other,No
9072,Mumbai Sub-urban,907292074,735724,183931,Y,Other,Yes
9077,Chennai,907751555,431144,60360.16,Y,Other,Yes
9072,Mumbai Sub-urban,907293599,801653,160330.6,Y,Other,Yes
9075,Bangalore,907559780,258289,36160.46,Y,Other,No
9074,Gurgaon,907436682,498622,54848.42,Y,Other,Yes
9077,Chennai,907756729,614991,196797.12,Y,IT,No
9075,Bangalore,907545861,9289,1950.69,Y,BFSI,Yes
9075,Bangalore,907524706,689249,96494.86,Y,Logistics,Yes
9079,Kolkata,907958829,113842,21629.98,Y,Marketing,No
